ano_eleicao,num_turno,uf,codigo_municipio,codigo_cargo,qtd_aptos,qtd_comparecimento
2006,1,AC,1007,1,5140,4297
2006,1,AC,1007,3,5140,4297
2006,1,AC,1007,5,5140,4297
2006,1,AC,1007,6,5140,4297
2006,1,AC,1007,7,5140,4297
2006,1,AC,1015,1,4983,3974
2006,1,AC,1015,3,4983,3974
2006,1,AC,1015,5,4983,3974
2006,1,AC,1015,6,4983,3974
2006,1,AC,1015,7,4983,3974
2006,1,AC,1023,1,7473,6311
2006,1,AC,1023,3,7473,6311
2006,1,AC,1023,5,7473,6311
2006,1,AC,1023,6,7473,6311
2006,1,AC,1023,7,7473,6311
2006,1,AC,1031,1,1594,1264
2006,1,AC,1031,3,1594,1264
2006,1,AC,1031,5,1594,1264
2006,1,AC,1031,6,1594,1264
2006,1,AC,1031,7,1594,1264
2006,1,AC,1040,1,6539,4989
2006,1,AC,1040,3,6539,4989
2006,1,AC,1040,5,6539,4989
2006,1,AC,1040,6,6539,4989
2006,1,AC,1040,7,6539,4989
2006,1,AC,1058,1,13674,11257
2006,1,AC,1058,3,13674,11257
2006,1,AC,1058,5,13674,11257
2006,1,AC,1058,6,13674,11257
2006,1,AC,1058,7,13674,11257
2006,1,AC,1066,1,4612,3281
2006,1,AC,1066,3,4612,3281
2006,1,AC,1066,5,4612,3281
2006,1,AC,1066,6,4612,3281
2006,1,AC,1066,7,4612,3281
2006,1,AC,1074,1,43781,32998
2006,1,AC,1074,3,43781,32998
2006,1,AC,1074,5,43781,32998
2006,1,AC,1074,6,43781,32998
2006,1,AC,1074,7,43781,32998
2006,1,AC,1082,1,7039,5219
2006,1,AC,1082,3,7039,5219
2006,1,AC,1082,5,7039,5219
2006,1,AC,1082,6,7039,5219
2006,1,AC,1082,7,7039,5219
2006,1,AC,1090,1,8366,6708
2006,1,AC,1090,3,8366,6708
2006,1,AC,1090,5,8366,6708
2006,1,AC,1090,6,8366,6708
2006,1,AC,1090,7,8366,6708
2006,1,AC,1104,1,3231,2438
2006,1,AC,1104,3,3231,2438
2006,1,AC,1104,5,3231,2438
2006,1,AC,1104,6,3231,2438
2006,1,AC,1104,7,3231,2438
2006,1,AC,1112,1,8148,6712
2006,1,AC,1112,3,8148,6712
2006,1,AC,1112,5,8148,6712
2006,1,AC,1112,6,8148,6712
2006,1,AC,1112,7,8148,6712
2006,1,AC,1120,1,7548,6139
2006,1,AC,1120,3,7548,6139
2006,1,AC,1120,5,7548,6139
2006,1,AC,1120,6,7548,6139
2006,1,AC,1120,7,7548,6139
2006,1,AC,1139,1,15049,11099
2006,1,AC,1139,3,15049,11099
2006,1,AC,1139,5,15049,11099
2006,1,AC,1139,6,15049,11099
2006,1,AC,1139,7,15049,11099
2006,1,AC,1392,1,193549,163422
2006,1,AC,1392,3,193549,163422
2006,1,AC,1392,5,193549,163422
2006,1,AC,1392,6,193549,163422
2006,1,AC,1392,7,193549,163422
2006,1,AC,1457,1,20416,16008
2006,1,AC,1457,3,20416,16008
2006,1,AC,1457,5,20416,16008
2006,1,AC,1457,6,20416,16008
2006,1,AC,1457,7,20416,16008
2006,1,AC,1473,1,18876,13895
2006,1,AC,1473,3,18876,13895
2006,1,AC,1473,5,18876,13895
2006,1,AC,1473,6,18876,13895
2006,1,AC,1473,7,18876,13895
2006,1,AC,1490,1,9628,7744
2006,1,AC,1490,3,9628,7744
2006,1,AC,1490,5,9628,7744
2006,1,AC,1490,6,9628,7744
2006,1,AC,1490,7,9628,7744
2006,1,AC,1511,1,11128,8891
2006,1,AC,1511,3,11128,8891
2006,1,AC,1511,5,11128,8891
2006,1,AC,1511,6,11128,8891
2006,1,AC,1511,7,11128,8891
2006,1,AC,1538,1,13641,10990
2006,1,AC,1538,3,13641,10990
2006,1,AC,1538,5,13641,10990
2006,1,AC,1538,6,13641,10990
2006,1,AC,1538,7,13641,10990
2006,1,AC,1554,1,4371,3312
2006,1,AC,1554,3,4371,3312
2006,1,AC,1554,5,4371,3312
2006,1,AC,1554,6,4371,3312
2006,1,AC,1554,7,4371,3312
2006,1,AC,1570,1,4054,3470
2006,1,AC,1570,3,4054,3470
2006,1,AC,1570,5,4054,3470
2006,1,AC,1570,6,4054,3470
2006,1,AC,1570,7,4054,3470
2006,1,AL,27006,1,6560,5665
2006,1,AL,27006,3,6560,5665
2006,1,AL,27006,5,6560,5665
2006,1,AL,27006,6,6560,5665
2006,1,AL,27006,7,6560,5665
2006,1,AL,27014,1,13550,10294
2006,1,AL,27014,3,13550,10294
2006,1,AL,27014,5,13550,10294
2006,1,AL,27014,6,13550,10294
2006,1,AL,27014,7,13550,10294
2006,1,AL,27022,1,7167,5538
2006,1,AL,27022,3,7167,5538
2006,1,AL,27022,5,7167,5538
2006,1,AL,27022,6,7167,5538
2006,1,AL,27022,7,7167,5538
2006,1,AL,27030,1,12769,9462
2006,1,AL,27030,3,12769,9462
2006,1,AL,27030,5,12769,9462
2006,1,AL,27030,6,12769,9462
2006,1,AL,27030,7,12769,9462
2006,1,AL,27049,1,10672,7616
2006,1,AL,27049,3,10672,7616
2006,1,AL,27049,5,10672,7616
2006,1,AL,27049,6,10672,7616
2006,1,AL,27049,7,10672,7616
2006,1,AL,27057,1,110124,92099
2006,1,AL,27057,3,110124,92099
2006,1,AL,27057,5,110124,92099
2006,1,AL,27057,6,110124,92099
2006,1,AL,27057,7,110124,92099
2006,1,AL,27065,1,7376,5771
2006,1,AL,27065,3,7376,5771
2006,1,AL,27065,5,7376,5771
2006,1,AL,27065,6,7376,5771
2006,1,AL,27065,7,7376,5771
2006,1,AL,27073,1,27003,21284
2006,1,AL,27073,3,27003,21284
2006,1,AL,27073,5,27003,21284
2006,1,AL,27073,6,27003,21284
2006,1,AL,27073,7,27003,21284
2006,1,AL,27081,1,4321,3283
2006,1,AL,27081,3,4321,3283
2006,1,AL,27081,5,4321,3283
2006,1,AL,27081,6,4321,3283
2006,1,AL,27081,7,4321,3283
2006,1,AL,27090,1,7694,6508
2006,1,AL,27090,3,7694,6508
2006,1,AL,27090,5,7694,6508
2006,1,AL,27090,6,7694,6508
2006,1,AL,27090,7,7694,6508
2006,1,AL,27111,1,4716,4075
2006,1,AL,27111,3,4716,4075
2006,1,AL,27111,5,4716,4075
2006,1,AL,27111,6,4716,4075
2006,1,AL,27111,7,4716,4075
2006,1,AL,27138,1,9944,8396
2006,1,AL,27138,3,9944,8396
2006,1,AL,27138,5,9944,8396
2006,1,AL,27138,6,9944,8396
2006,1,AL,27138,7,9944,8396
2006,1,AL,27154,1,4571,3684
2006,1,AL,27154,3,4571,3684
2006,1,AL,27154,5,4571,3684
2006,1,AL,27154,6,4571,3684
2006,1,AL,27154,7,4571,3684
2006,1,AL,27170,1,3965,3242
2006,1,AL,27170,3,3965,3242
2006,1,AL,27170,5,3965,3242
2006,1,AL,27170,6,3965,3242
2006,1,AL,27170,7,3965,3242
2006,1,AL,27197,1,18414,14578
2006,1,AL,27197,3,18414,14578
2006,1,AL,27197,5,18414,14578
2006,1,AL,27197,6,18414,14578
2006,1,AL,27197,7,18414,14578
2006,1,AL,27219,1,7048,5421
2006,1,AL,27219,3,7048,5421
2006,1,AL,27219,5,7048,5421
2006,1,AL,27219,6,7048,5421
2006,1,AL,27219,7,7048,5421
2006,1,AL,27235,1,7474,5880
2006,1,AL,27235,3,7474,5880
2006,1,AL,27235,5,7474,5880
2006,1,AL,27235,6,7474,5880
2006,1,AL,27235,7,7474,5880
2006,1,AL,27251,1,13389,10793
2006,1,AL,27251,3,13389,10793
2006,1,AL,27251,5,13389,10793
2006,1,AL,27251,6,13389,10793
2006,1,AL,27251,7,13389,10793
2006,1,AL,27278,1,20616,15811
2006,1,AL,27278,3,20616,15811
2006,1,AL,27278,5,20616,15811
2006,1,AL,27278,6,20616,15811
2006,1,AL,27278,7,20616,15811
2006,1,AL,27294,1,6599,5646
2006,1,AL,27294,3,6599,5646
2006,1,AL,27294,5,6599,5646
2006,1,AL,27294,6,6599,5646
2006,1,AL,27294,7,6599,5646
2006,1,AL,27316,1,11747,8820
2006,1,AL,27316,3,11747,8820
2006,1,AL,27316,5,11747,8820
2006,1,AL,27316,6,11747,8820
2006,1,AL,27316,7,11747,8820
2006,1,AL,27332,1,12352,9765
2006,1,AL,27332,3,12352,9765
2006,1,AL,27332,5,12352,9765
2006,1,AL,27332,6,12352,9765
2006,1,AL,27332,7,12352,9765
2006,1,AL,27359,1,4838,4024
2006,1,AL,27359,3,4838,4024
2006,1,AL,27359,5,4838,4024
2006,1,AL,27359,6,4838,4024
2006,1,AL,27359,7,4838,4024
2006,1,AL,27375,1,5240,4523
2006,1,AL,27375,3,5240,4523
2006,1,AL,27375,5,5240,4523
2006,1,AL,27375,6,5240,4523
2006,1,AL,27375,7,5240,4523
2006,1,AL,27391,1,7715,5981
2006,1,AL,27391,3,7715,5981
2006,1,AL,27391,5,7715,5981
2006,1,AL,27391,6,7715,5981
2006,1,AL,27391,7,7715,5981
2006,1,AL,27413,1,13215,10163
2006,1,AL,27413,3,13215,10163
2006,1,AL,27413,5,13215,10163
2006,1,AL,27413,6,13215,10163
2006,1,AL,27413,7,13215,10163
2006,1,AL,27430,1,3723,3180
2006,1,AL,27430,3,3723,3180
2006,1,AL,27430,5,3723,3180
2006,1,AL,27430,6,3723,3180
2006,1,AL,27430,7,3723,3180
2006,1,AL,27456,1,34573,28539
2006,1,AL,27456,3,34573,28539
2006,1,AL,27456,5,34573,28539
2006,1,AL,27456,6,34573,28539
2006,1,AL,27456,7,34573,28539
2006,1,AL,27472,1,31831,24373
2006,1,AL,27472,3,31831,24373
2006,1,AL,27472,5,31831,24373
2006,1,AL,27472,6,31831,24373
2006,1,AL,27472,7,31831,24373
2006,1,AL,27499,1,7965,6220
2006,1,AL,27499,3,7965,6220
2006,1,AL,27499,5,7965,6220
2006,1,AL,27499,6,7965,6220
2006,1,AL,27499,7,7965,6220
2006,1,AL,27510,1,13337,10981
2006,1,AL,27510,3,13337,10981
2006,1,AL,27510,5,13337,10981
2006,1,AL,27510,6,13337,10981
2006,1,AL,27510,7,13337,10981
2006,1,AL,27537,1,2815,2365
2006,1,AL,27537,3,2815,2365
2006,1,AL,27537,5,2815,2365
2006,1,AL,27537,6,2815,2365
2006,1,AL,27537,7,2815,2365
2006,1,AL,27553,1,7239,5768
2006,1,AL,27553,3,7239,5768
2006,1,AL,27553,5,7239,5768
2006,1,AL,27553,6,7239,5768
2006,1,AL,27553,7,7239,5768
2006,1,AL,27570,1,21364,16396
2006,1,AL,27570,3,21364,16396
2006,1,AL,27570,5,21364,16396
2006,1,AL,27570,6,21364,16396
2006,1,AL,27570,7,21364,16396
2006,1,AL,27596,1,9806,7404
2006,1,AL,27596,3,9806,7404
2006,1,AL,27596,5,9806,7404
2006,1,AL,27596,6,9806,7404
2006,1,AL,27596,7,9806,7404
2006,1,AL,27618,1,18907,14080
2006,1,AL,27618,3,18907,14080
2006,1,AL,27618,5,18907,14080
2006,1,AL,27618,6,18907,14080
2006,1,AL,27618,7,18907,14080
2006,1,AL,27634,1,15560,12219
2006,1,AL,27634,3,15560,12219
2006,1,AL,27634,5,15560,12219
2006,1,AL,27634,6,15560,12219
2006,1,AL,27634,7,15560,12219
2006,1,AL,27650,1,11398,8476
2006,1,AL,27650,3,11398,8476
2006,1,AL,27650,5,11398,8476
2006,1,AL,27650,6,11398,8476
2006,1,AL,27650,7,11398,8476
2006,1,AL,27677,1,4152,3498
2006,1,AL,27677,3,4152,3498
2006,1,AL,27677,5,4152,3498
2006,1,AL,27677,6,4152,3498
2006,1,AL,27677,7,4152,3498
2006,1,AL,27693,1,4992,3837
2006,1,AL,27693,3,4992,3837
2006,1,AL,27693,5,4992,3837
2006,1,AL,27693,6,4992,3837
2006,1,AL,27693,7,4992,3837
2006,1,AL,27715,1,5001,3965
2006,1,AL,27715,3,5001,3965
2006,1,AL,27715,5,5001,3965
2006,1,AL,27715,6,5001,3965
2006,1,AL,27715,7,5001,3965
2006,1,AL,27731,1,4286,3546
2006,1,AL,27731,3,4286,3546
2006,1,AL,27731,5,4286,3546
2006,1,AL,27731,6,4286,3546
2006,1,AL,27731,7,4286,3546
2006,1,AL,27758,1,13934,9931
2006,1,AL,27758,3,13934,9931
2006,1,AL,27758,5,13934,9931
2006,1,AL,27758,6,13934,9931
2006,1,AL,27758,7,13934,9931
2006,1,AL,27774,1,3418,2599
2006,1,AL,27774,3,3418,2599
2006,1,AL,27774,5,3418,2599
2006,1,AL,27774,6,3418,2599
2006,1,AL,27774,7,3418,2599
2006,1,AL,27790,1,17109,12990
2006,1,AL,27790,3,17109,12990
2006,1,AL,27790,5,17109,12990
2006,1,AL,27790,6,17109,12990
2006,1,AL,27790,7,17109,12990
2006,1,AL,27812,1,11666,9041
2006,1,AL,27812,3,11666,9041
2006,1,AL,27812,5,11666,9041
2006,1,AL,27812,6,11666,9041
2006,1,AL,27812,7,11666,9041
2006,1,AL,27839,1,15294,12090
2006,1,AL,27839,3,15294,12090
2006,1,AL,27839,5,15294,12090
2006,1,AL,27839,6,15294,12090
2006,1,AL,27839,7,15294,12090
2006,1,AL,27855,1,476691,412782
2006,1,AL,27855,3,476691,412782
2006,1,AL,27855,5,476691,412782
2006,1,AL,27855,6,476691,412782
2006,1,AL,27855,7,476691,412782
2006,1,AL,27871,1,13436,10695
2006,1,AL,27871,3,13436,10695
2006,1,AL,27871,5,13436,10695
2006,1,AL,27871,6,13436,10695
2006,1,AL,27871,7,13436,10695
2006,1,AL,27898,1,14463,11488
2006,1,AL,27898,3,14463,11488
2006,1,AL,27898,5,14463,11488
2006,1,AL,27898,6,14463,11488
2006,1,AL,27898,7,14463,11488
2006,1,AL,27910,1,8097,5913
2006,1,AL,27910,3,8097,5913
2006,1,AL,27910,5,8097,5913
2006,1,AL,27910,6,8097,5913
2006,1,AL,27910,7,8097,5913
2006,1,AL,27936,1,25915,21857
2006,1,AL,27936,3,25915,21857
2006,1,AL,27936,5,25915,21857
2006,1,AL,27936,6,25915,21857
2006,1,AL,27936,7,25915,21857
2006,1,AL,27952,1,10964,8744
2006,1,AL,27952,3,10964,8744
2006,1,AL,27952,5,10964,8744
2006,1,AL,27952,6,10964,8744
2006,1,AL,27952,7,10964,8744
2006,1,AL,27979,1,2929,2591
2006,1,AL,27979,3,2929,2591
2006,1,AL,27979,5,2929,2591
2006,1,AL,27979,6,2929,2591
2006,1,AL,27979,7,2929,2591
2006,1,AL,27995,1,15945,12252
2006,1,AL,27995,3,15945,12252
2006,1,AL,27995,5,15945,12252
2006,1,AL,27995,6,15945,12252
2006,1,AL,27995,7,15945,12252
2006,1,AL,28010,1,15526,11771
2006,1,AL,28010,3,15526,11771
2006,1,AL,28010,5,15526,11771
2006,1,AL,28010,6,15526,11771
2006,1,AL,28010,7,15526,11771
2006,1,AL,28037,1,10223,8272
2006,1,AL,28037,3,10223,8272
2006,1,AL,28037,5,10223,8272
2006,1,AL,28037,6,10223,8272
2006,1,AL,28037,7,10223,8272
2006,1,AL,28053,1,4062,3155
2006,1,AL,28053,3,4062,3155
2006,1,AL,28053,5,4062,3155
2006,1,AL,28053,6,4062,3155
2006,1,AL,28053,7,4062,3155
2006,1,AL,28070,1,4989,3948
2006,1,AL,28070,3,4989,3948
2006,1,AL,28070,5,4989,3948
2006,1,AL,28070,6,4989,3948
2006,1,AL,28070,7,4989,3948
2006,1,AL,28096,1,17083,14308
2006,1,AL,28096,3,17083,14308
2006,1,AL,28096,5,17083,14308
2006,1,AL,28096,6,17083,14308
2006,1,AL,28096,7,17083,14308
2006,1,AL,28118,1,7520,6303
2006,1,AL,28118,3,7520,6303
2006,1,AL,28118,5,7520,6303
2006,1,AL,28118,6,7520,6303
2006,1,AL,28118,7,7520,6303
2006,1,AL,28134,1,13028,10407
2006,1,AL,28134,3,13028,10407
2006,1,AL,28134,5,13028,10407
2006,1,AL,28134,6,13028,10407
2006,1,AL,28134,7,13028,10407
2006,1,AL,28150,1,6220,4869
2006,1,AL,28150,3,6220,4869
2006,1,AL,28150,5,6220,4869
2006,1,AL,28150,6,6220,4869
2006,1,AL,28150,7,6220,4869
2006,1,AL,28177,1,3865,3014
2006,1,AL,28177,3,3865,3014
2006,1,AL,28177,5,3865,3014
2006,1,AL,28177,6,3865,3014
2006,1,AL,28177,7,3865,3014
2006,1,AL,28193,1,7783,6128
2006,1,AL,28193,3,7783,6128
2006,1,AL,28193,5,7783,6128
2006,1,AL,28193,6,7783,6128
2006,1,AL,28193,7,7783,6128
2006,1,AL,28215,1,7513,5934
2006,1,AL,28215,3,7513,5934
2006,1,AL,28215,5,7513,5934
2006,1,AL,28215,6,7513,5934
2006,1,AL,28215,7,7513,5934
2006,1,AL,28231,1,3365,2857
2006,1,AL,28231,3,3365,2857
2006,1,AL,28231,5,3365,2857
2006,1,AL,28231,6,3365,2857
2006,1,AL,28231,7,3365,2857
2006,1,AL,28258,1,46607,36840
2006,1,AL,28258,3,46607,36840
2006,1,AL,28258,5,46607,36840
2006,1,AL,28258,6,46607,36840
2006,1,AL,28258,7,46607,36840
2006,1,AL,28274,1,16328,12932
2006,1,AL,28274,3,16328,12932
2006,1,AL,28274,5,16328,12932
2006,1,AL,28274,6,16328,12932
2006,1,AL,28274,7,16328,12932
2006,1,AL,28290,1,9678,7697
2006,1,AL,28290,3,9678,7697
2006,1,AL,28290,5,9678,7697
2006,1,AL,28290,6,9678,7697
2006,1,AL,28290,7,9678,7697
2006,1,AL,28312,1,5383,4742
2006,1,AL,28312,3,5383,4742
2006,1,AL,28312,5,5383,4742
2006,1,AL,28312,6,5383,4742
2006,1,AL,28312,7,5383,4742
2006,1,AL,28339,1,34998,27626
2006,1,AL,28339,3,34998,27626
2006,1,AL,28339,5,34998,27626
2006,1,AL,28339,6,34998,27626
2006,1,AL,28339,7,34998,27626
2006,1,AL,28355,1,11693,8811
2006,1,AL,28355,3,11693,8811
2006,1,AL,28355,5,11693,8811
2006,1,AL,28355,6,11693,8811
2006,1,AL,28355,7,11693,8811
2006,1,AL,28371,1,24036,19120
2006,1,AL,28371,3,24036,19120
2006,1,AL,28371,5,24036,19120
2006,1,AL,28371,6,24036,19120
2006,1,AL,28371,7,24036,19120
2006,1,AL,28398,1,2211,1961
2006,1,AL,28398,3,2211,1961
2006,1,AL,28398,5,2211,1961
2006,1,AL,28398,6,2211,1961
2006,1,AL,28398,7,2211,1961
2006,1,AL,28410,1,14303,11064
2006,1,AL,28410,3,14303,11064
2006,1,AL,28410,5,14303,11064
2006,1,AL,28410,6,14303,11064
2006,1,AL,28410,7,14303,11064
2006,1,AL,28436,1,9094,7306
2006,1,AL,28436,3,9094,7306
2006,1,AL,28436,5,9094,7306
2006,1,AL,28436,6,9094,7306
2006,1,AL,28436,7,9094,7306
2006,1,AL,28452,1,18487,13966
2006,1,AL,28452,3,18487,13966
2006,1,AL,28452,5,18487,13966
2006,1,AL,28452,6,18487,13966
2006,1,AL,28452,7,18487,13966
2006,1,AL,28479,1,6042,4632
2006,1,AL,28479,3,6042,4632
2006,1,AL,28479,5,6042,4632
2006,1,AL,28479,6,6042,4632
2006,1,AL,28479,7,6042,4632
2006,1,AL,28495,1,12870,10344
2006,1,AL,28495,3,12870,10344
2006,1,AL,28495,5,12870,10344
2006,1,AL,28495,6,12870,10344
2006,1,AL,28495,7,12870,10344
2006,1,AL,28517,1,8791,7546
2006,1,AL,28517,3,8791,7546
2006,1,AL,28517,5,8791,7546
2006,1,AL,28517,6,8791,7546
2006,1,AL,28517,7,8791,7546
2006,1,AL,28533,1,45986,38169
2006,1,AL,28533,3,45986,38169
2006,1,AL,28533,5,45986,38169
2006,1,AL,28533,6,45986,38169
2006,1,AL,28533,7,45986,38169
2006,1,AL,28550,1,4525,3295
2006,1,AL,28550,3,4525,3295
2006,1,AL,28550,5,4525,3295
2006,1,AL,28550,6,4525,3295
2006,1,AL,28550,7,4525,3295
2006,1,AL,28576,1,5055,4184
2006,1,AL,28576,3,5055,4184
2006,1,AL,28576,5,5055,4184
2006,1,AL,28576,6,5055,4184
2006,1,AL,28576,7,5055,4184
2006,1,AL,28592,1,27851,22582
2006,1,AL,28592,3,27851,22582
2006,1,AL,28592,5,27851,22582
2006,1,AL,28592,6,27851,22582
2006,1,AL,28592,7,27851,22582
2006,1,AL,28614,1,7222,5980
2006,1,AL,28614,3,7222,5980
2006,1,AL,28614,5,7222,5980
2006,1,AL,28614,6,7222,5980
2006,1,AL,28614,7,7222,5980
2006,1,AL,28630,1,4888,4020
2006,1,AL,28630,3,4888,4020
2006,1,AL,28630,5,4888,4020
2006,1,AL,28630,6,4888,4020
2006,1,AL,28630,7,4888,4020
2006,1,AL,28657,1,13772,11979
2006,1,AL,28657,3,13772,11979
2006,1,AL,28657,5,13772,11979
2006,1,AL,28657,6,13772,11979
2006,1,AL,28657,7,13772,11979
2006,1,AL,28673,1,17836,13613
2006,1,AL,28673,3,17836,13613
2006,1,AL,28673,5,17836,13613
2006,1,AL,28673,6,17836,13613
2006,1,AL,28673,7,17836,13613
2006,1,AL,28690,1,20694,16288
2006,1,AL,28690,3,20694,16288
2006,1,AL,28690,5,20694,16288
2006,1,AL,28690,6,20694,16288
2006,1,AL,28690,7,20694,16288
2006,1,AL,28711,1,32036,27659
2006,1,AL,28711,3,32036,27659
2006,1,AL,28711,5,32036,27659
2006,1,AL,28711,6,32036,27659
2006,1,AL,28711,7,32036,27659
2006,1,AL,28738,1,4945,4196
2006,1,AL,28738,3,4945,4196
2006,1,AL,28738,5,4945,4196
2006,1,AL,28738,6,4945,4196
2006,1,AL,28738,7,4945,4196
2006,1,AL,28754,1,21598,16986
2006,1,AL,28754,3,21598,16986
2006,1,AL,28754,5,21598,16986
2006,1,AL,28754,6,21598,16986
2006,1,AL,28754,7,21598,16986
2006,1,AL,28770,1,8327,6954
2006,1,AL,28770,3,8327,6954
2006,1,AL,28770,5,8327,6954
2006,1,AL,28770,6,8327,6954
2006,1,AL,28770,7,8327,6954
2006,1,AL,28797,1,4889,3581
2006,1,AL,28797,3,4889,3581
2006,1,AL,28797,5,4889,3581
2006,1,AL,28797,6,4889,3581
2006,1,AL,28797,7,4889,3581
2006,1,AL,28819,1,12134,9590
2006,1,AL,28819,3,12134,9590
2006,1,AL,28819,5,12134,9590
2006,1,AL,28819,6,12134,9590
2006,1,AL,28819,7,12134,9590
2006,1,AL,28835,1,17734,13811
2006,1,AL,28835,3,17734,13811
2006,1,AL,28835,5,17734,13811
2006,1,AL,28835,6,17734,13811
2006,1,AL,28835,7,17734,13811
2006,1,AL,28851,1,36702,28147
2006,1,AL,28851,3,36702,28147
2006,1,AL,28851,5,36702,28147
2006,1,AL,28851,6,36702,28147
2006,1,AL,28851,7,36702,28147
2006,1,AL,28878,1,18459,14856
2006,1,AL,28878,3,18459,14856
2006,1,AL,28878,5,18459,14856
2006,1,AL,28878,6,18459,14856
2006,1,AL,28878,7,18459,14856
2006,1,AL,28894,1,13808,11123
2006,1,AL,28894,3,13808,11123
2006,1,AL,28894,5,13808,11123
2006,1,AL,28894,6,13808,11123
2006,1,AL,28894,7,13808,11123
2006,1,AL,28916,1,7066,5662
2006,1,AL,28916,3,7066,5662
2006,1,AL,28916,5,7066,5662
2006,1,AL,28916,6,7066,5662
2006,1,AL,28916,7,7066,5662
2006,1,AL,28932,1,26373,19380
2006,1,AL,28932,3,26373,19380
2006,1,AL,28932,5,26373,19380
2006,1,AL,28932,6,26373,19380
2006,1,AL,28932,7,26373,19380
2006,1,AM,2003,1,7532,5641
2006,1,AM,2003,3,7532,5641
2006,1,AM,2003,5,7532,5641
2006,1,AM,2003,6,7532,5641
2006,1,AM,2003,7,7532,5641
2006,1,AM,2011,1,6592,4820
2006,1,AM,2011,3,6592,4820
2006,1,AM,2011,5,6592,4820
2006,1,AM,2011,6,6592,4820
2006,1,AM,2011,7,6592,4820
2006,1,AM,2020,1,7698,4689
2006,1,AM,2020,3,7698,4689
2006,1,AM,2020,5,7698,4689
2006,1,AM,2020,6,7698,4689
2006,1,AM,2020,7,7698,4689
2006,1,AM,2038,1,7427,5610
2006,1,AM,2038,3,7427,5610
2006,1,AM,2038,5,7427,5610
2006,1,AM,2038,6,7427,5610
2006,1,AM,2038,7,7427,5610
2006,1,AM,2046,1,12667,9743
2006,1,AM,2046,3,12667,9743
2006,1,AM,2046,5,12667,9743
2006,1,AM,2046,6,12667,9743
2006,1,AM,2046,7,12667,9743
2006,1,AM,2054,1,4194,2986
2006,1,AM,2054,3,4194,2986
2006,1,AM,2054,5,4194,2986
2006,1,AM,2054,6,4194,2986
2006,1,AM,2054,7,4194,2986
2006,1,AM,2070,1,16443,12183
2006,1,AM,2070,3,16443,12183
2006,1,AM,2070,5,16443,12183
2006,1,AM,2070,6,16443,12183
2006,1,AM,2070,7,16443,12183
2006,1,AM,2097,1,6894,5084
2006,1,AM,2097,3,6894,5084
2006,1,AM,2097,5,6894,5084
2006,1,AM,2097,6,6894,5084
2006,1,AM,2097,7,6894,5084
2006,1,AM,2119,1,13344,10257
2006,1,AM,2119,3,13344,10257
2006,1,AM,2119,5,13344,10257
2006,1,AM,2119,6,13344,10257
2006,1,AM,2119,7,13344,10257
2006,1,AM,2135,1,13966,10812
2006,1,AM,2135,3,13966,10812
2006,1,AM,2135,5,13966,10812
2006,1,AM,2135,6,13966,10812
2006,1,AM,2135,7,13966,10812
2006,1,AM,2151,1,15584,11465
2006,1,AM,2151,3,15584,11465
2006,1,AM,2151,5,15584,11465
2006,1,AM,2151,6,15584,11465
2006,1,AM,2151,7,15584,11465
2006,1,AM,2178,1,15315,11505
2006,1,AM,2178,3,15315,11505
2006,1,AM,2178,5,15315,11505
2006,1,AM,2178,6,15315,11505
2006,1,AM,2178,7,15315,11505
2006,1,AM,2194,1,5314,3792
2006,1,AM,2194,3,5314,3792
2006,1,AM,2194,5,5314,3792
2006,1,AM,2194,6,5314,3792
2006,1,AM,2194,7,5314,3792
2006,1,AM,2216,1,13939,9118
2006,1,AM,2216,3,13939,9118
2006,1,AM,2216,5,13939,9118
2006,1,AM,2216,6,13939,9118
2006,1,AM,2216,7,13939,9118
2006,1,AM,2232,1,15470,11422
2006,1,AM,2232,3,15470,11422
2006,1,AM,2232,5,15470,11422
2006,1,AM,2232,6,15470,11422
2006,1,AM,2232,7,15470,11422
2006,1,AM,2259,1,36863,28524
2006,1,AM,2259,3,36863,28524
2006,1,AM,2259,5,36863,28524
2006,1,AM,2259,6,36863,28524
2006,1,AM,2259,7,36863,28524
2006,1,AM,2275,1,11505,8171
2006,1,AM,2275,3,11505,8171
2006,1,AM,2275,5,11505,8171
2006,1,AM,2275,6,11505,8171
2006,1,AM,2275,7,11505,8171
2006,1,AM,2291,1,15612,10926
2006,1,AM,2291,3,15612,10926
2006,1,AM,2291,5,15612,10926
2006,1,AM,2291,6,15612,10926
2006,1,AM,2291,7,15612,10926
2006,1,AM,2313,1,8621,5691
2006,1,AM,2313,3,8621,5691
2006,1,AM,2313,5,8621,5691
2006,1,AM,2313,6,8621,5691
2006,1,AM,2313,7,8621,5691
2006,1,AM,2330,1,10839,7922
2006,1,AM,2330,3,10839,7922
2006,1,AM,2330,5,10839,7922
2006,1,AM,2330,6,10839,7922
2006,1,AM,2330,7,10839,7922
2006,1,AM,2356,1,20604,16138
2006,1,AM,2356,3,20604,16138
2006,1,AM,2356,5,20604,16138
2006,1,AM,2356,6,20604,16138
2006,1,AM,2356,7,20604,16138
2006,1,AM,2372,1,5318,3524
2006,1,AM,2372,3,5318,3524
2006,1,AM,2372,5,5318,3524
2006,1,AM,2372,6,5318,3524
2006,1,AM,2372,7,5318,3524
2006,1,AM,2399,1,7738,4866
2006,1,AM,2399,3,7738,4866
2006,1,AM,2399,5,7738,4866
2006,1,AM,2399,6,7738,4866
